Name;FRANCE CAC 40 - PRICE INDEX
23/12/1991;1633.57
24/12/1991;1699.1
25/12/1991;1699.1
26/12/1991;1722.48
27/12/1991;1720.65
30/12/1991;1741.86
31/12/1991;1765.66
01/01/1992;1765.66
02/01/1992;1749.91
03/01/1992;1770.3
06/01/1992;1787.57
07/01/1992;1778.73
08/01/1992;1785.64
09/01/1992;1833.86
10/01/1992;1837.44
13/01/1992;1824.29
14/01/1992;1843.81
15/01/1992;1873.63
16/01/1992;1860.19
17/01/1992;1859.95
20/01/1992;1865.85
21/01/1992;1867.91
22/01/1992;1841.32
23/01/1992;1838.69
24/01/1992;1849.92
27/01/1992;1869.27
28/01/1992;1890.6
29/01/1992;1879.64
30/01/1992;1873.94
31/01/1992;1875.25
03/02/1992;1856.98
04/02/1992;1856.48
05/02/1992;1865.79
06/02/1992;1860.61
07/02/1992;1861.61
10/02/1992;1865.55
11/02/1992;1864.06
12/02/1992;1861.6
13/02/1992;1876.47
14/02/1992;1865.11
17/02/1992;1882.07
18/02/1992;1912.21
19/02/1992;1915.41
20/02/1992;1951.22
21/02/1992;1962.37
24/02/1992;1976.52
25/02/1992;1953.53
26/02/1992;1981.31
27/02/1992;1985.12
28/02/1992;1983.38
02/03/1992;1979.67
03/03/1992;1983.77
04/03/1992;1988.09
05/03/1992;1973.04
06/03/1992;1966.91
09/03/1992;1976.28
10/03/1992;1993.88
11/03/1992;1968.02
12/03/1992;1941.75
13/03/1992;1947.05
16/03/1992;1929.22
17/03/1992;1943.59
18/03/1992;1928.18
19/03/1992;1921.99
20/03/1992;1919.12
23/03/1992;1884.57
24/03/1992;1896.26
25/03/1992;1928.28
26/03/1992;1934.75
27/03/1992;1923.54
30/03/1992;1943.75
31/03/1992;1942.43
01/04/1992;1928.07
02/04/1992;1941.95
03/04/1992;1942.73
06/04/1992;1974.77
07/04/1992;1975.38
08/04/1992;1907.48
09/04/1992;1943.64
10/04/1992;1974.06
13/04/1992;1963.27
14/04/1992;1972.31
15/04/1992;1990.69
16/04/1992;1978.21
17/04/1992;1978.21
20/04/1992;1978.21
21/04/1992;1980.36
22/04/1992;1983.68
23/04/1992;1978.14
24/04/1992;1984.91
27/04/1992;1995.72
28/04/1992;2006.62
29/04/1992;2036.72
30/04/1992;2031.14
01/05/1992;2031.14
04/05/1992;2041.62
05/05/1992;2046.93
06/05/1992;2047.15
07/05/1992;2063.4
08/05/1992;2063.4
11/05/1992;2077.49
12/05/1992;2063.63
13/05/1992;2053.17
14/05/1992;2017
15/05/1992;2023.95
18/05/1992;2051.64
19/05/1992;2023.13
20/05/1992;2030.84
21/05/1992;2016.83
22/05/1992;2045.12
25/05/1992;2046.25
26/05/1992;2029.58
27/05/1992;2014.09
28/05/1992;2014.09
29/05/1992;2033.29
01/06/1992;2017.4
02/06/1992;2024.87
03/06/1992;1992.61
04/06/1992;1994.87
05/06/1992;1981.58
08/06/1992;1981.58
09/06/1992;1962.23
10/06/1992;1953.73
11/06/1992;1928.84
12/06/1992;1928.29
15/06/1992;1918.14
16/06/1992;1931.41
17/06/1992;1908.84
18/06/1992;1891.8
19/06/1992;1913.92
22/06/1992;1885.77
23/06/1992;1895.8
24/06/1992;1899.64
25/06/1992;1920.34
26/06/1992;1915.31
29/06/1992;1907.3
30/06/1992;1900.63
01/07/1992;1880.92
02/07/1992;1873.52
03/07/1992;1883.64
06/07/1992;1868.52
07/07/1992;1879.09
08/07/1992;1847.75
09/07/1992;1861.84
10/07/1992;1859.44
13/07/1992;1859.44
14/07/1992;1859.44
15/07/1992;1853.26
16/07/1992;1851.23
17/07/1992;1801.78
20/07/1992;1767.9
21/07/1992;1762.67
22/07/1992;1727.49
23/07/1992;1734.56
24/07/1992;1734.62
27/07/1992;1755.35
28/07/1992;1769
29/07/1992;1801.63
30/07/1992;1782.57
31/07/1992;1754.67
03/08/1992;1784.44
04/08/1992;1787.63
05/08/1992;1797.98
06/08/1992;1793.84
07/08/1992;1777.27
10/08/1992;1755.22
11/08/1992;1737.8
12/08/1992;1730.05
13/08/1992;1722.36
14/08/1992;1753.46
17/08/1992;1757.31
18/08/1992;1736.72
19/08/1992;1734.21
20/08/1992;1724.18
21/08/1992;1744.18
24/08/1992;1689.71
25/08/1992;1667.72
26/08/1992;1667.8
27/08/1992;1687.56
28/08/1992;1687.53
31/08/1992;1684.88
01/09/1992;1674.23
02/09/1992;1711.41
03/09/1992;1780.46
04/09/1992;1778.98
07/09/1992;1779.3
08/09/1992;1763.67
09/09/1992;1756.77
10/09/1992;1774.18
11/09/1992;1801.99
14/09/1992;1873.6
15/09/1992;1836.15
16/09/1992;1859.78
17/09/1992;1852.74
18/09/1992;1882.94
21/09/1992;1826.06
22/09/1992;1832.81
23/09/1992;1828.93
24/09/1992;1829.5
25/09/1992;1843.53
28/09/1992;1770.26
29/09/1992;1731.93
30/09/1992;1736.73
01/10/1992;1724
02/10/1992;1683.34
05/10/1992;1611.04
06/10/1992;1612.51
07/10/1992;1654.15
08/10/1992;1673.86
09/10/1992;1657.34
12/10/1992;1655.05
13/10/1992;1685.09
14/10/1992;1667.93
15/10/1992;1650.02
16/10/1992;1664.18
19/10/1992;1679.06
20/10/1992;1731.26
21/10/1992;1722.24
22/10/1992;1730.74
23/10/1992;1766.41
26/10/1992;1770.74
27/10/1992;1774.48
28/10/1992;1749.86
29/10/1992;1730.87
30/10/1992;1742.4
02/11/1992;1742.4
03/11/1992;1786.93
04/11/1992;1804.07
05/11/1992;1804.7
06/11/1992;1793.62
09/11/1992;1786.65
10/11/1992;1798.46
11/11/1992;1798.46
12/11/1992;1821.51
13/11/1992;1796.8
16/11/1992;1772.73
17/11/1992;1764.44
18/11/1992;1759.17
19/11/1992;1722.33
20/11/1992;1724.18
23/11/1992;1674.77
24/11/1992;1720.61
25/11/1992;1720.97
26/11/1992;1739.68
27/11/1992;1749.66
30/11/1992;1771.37
01/12/1992;1792.29
02/12/1992;1783.33
03/12/1992;1799.43
04/12/1992;1781.68
07/12/1992;1788.61
08/12/1992;1765.88
09/12/1992;1791.16
10/12/1992;1769.48
11/12/1992;1758.7
14/12/1992;1738.26
15/12/1992;1744.79
16/12/1992;1736.69
17/12/1992;1735.23
18/12/1992;1760.12
21/12/1992;1786.29
22/12/1992;1824.37
23/12/1992;1821.11
24/12/1992;1854.59
25/12/1992;1854.59
28/12/1992;1857.53
29/12/1992;1870.28
30/12/1992;1858.77
31/12/1992;1857.78
01/01/1993;1857.78
04/01/1993;1843.08
05/01/1993;1850.78
06/01/1993;1859.63
07/01/1993;1844.47
08/01/1993;1852.63
11/01/1993;1814.58
12/01/1993;1796.76
13/01/1993;1782.53
14/01/1993;1803.54
15/01/1993;1827.08
18/01/1993;1837.54
19/01/1993;1837.74
20/01/1993;1818.82
21/01/1993;1812.18
22/01/1993;1820.42
25/01/1993;1779.9
26/01/1993;1792.55
27/01/1993;1777.35
28/01/1993;1780.64
29/01/1993;1772.21
01/02/1993;1785.9
02/02/1993;1787.31
03/02/1993;1824.14
04/02/1993;1854.38
05/02/1993;1908.18
08/02/1993;1904.73
09/02/1993;1894.05
10/02/1993;1893.32
11/02/1993;1905.57
12/02/1993;1911.97
15/02/1993;1899.49
16/02/1993;1878.17
17/02/1993;1904.97
18/02/1993;1926.52
19/02/1993;1937.17
22/02/1993;1959.23
23/02/1993;1944.13
24/02/1993;1953.39
25/02/1993;1944.64
26/02/1993;1983.71
01/03/1993;1998.8
02/03/1993;2001.5
03/03/1993;1995.24
04/03/1993;1986.75
05/03/1993;1995.12
08/03/1993;2004.26
09/03/1993;2009.69
10/03/1993;1992.42
11/03/1993;1988.94
12/03/1993;1965.18
15/03/1993;1986.03
16/03/1993;1975.25
17/03/1993;1967.28
18/03/1993;1963.52
19/03/1993;1962.69
22/03/1993;1939.28
23/03/1993;1952.18
24/03/1993;1954.57
25/03/1993;2001.36
26/03/1993;2025.78
29/03/1993;2033.86
30/03/1993;2035.91
31/03/1993;2031.38
01/04/1993;2005.89
02/04/1993;1990.82
05/04/1993;1974.68
06/04/1993;1995.33
07/04/1993;1983.96
08/04/1993;1986.86
09/04/1993;1986.86
12/04/1993;1986.86
13/04/1993;2018.08
14/04/1993;2015.43
15/04/1993;1988.63
16/04/1993;1986.69
19/04/1993;1968.91
20/04/1993;1949.33
21/04/1993;1931.89
22/04/1993;1944.46
23/04/1993;1916.58
26/04/1993;1911.62
27/04/1993;1927.41
28/04/1993;1942.51
29/04/1993;1920.55
30/04/1993;1939.03
03/05/1993;1936.97
04/05/1993;1923.63
05/05/1993;1926.34
06/05/1993;1920.49
07/05/1993;1878.57
10/05/1993;1877.21
11/05/1993;1854.52
12/05/1993;1872.67
13/05/1993;1879.93
14/05/1993;1851.74
17/05/1993;1835.72
18/05/1993;1846.4
19/05/1993;1836.78
20/05/1993;1836.78
21/05/1993;1836.78
24/05/1993;1861.37
25/05/1993;1891.09
26/05/1993;1890.43
27/05/1993;1904.59
28/05/1993;1888.7
31/05/1993;1888.7
01/06/1993;1872.8
02/06/1993;1875.84
03/06/1993;1867.92
04/06/1993;1859.69
07/06/1993;1887.86
08/06/1993;1893.65
09/06/1993;1915.23
10/06/1993;1911.22
11/06/1993;1920.43
14/06/1993;1916.84
15/06/1993;1897.86
16/06/1993;1918.81
17/06/1993;1900.31
18/06/1993;1910.29
21/06/1993;1929.17
22/06/1993;1935.28
23/06/1993;1942.41
24/06/1993;1963.3
25/06/1993;1960.84
28/06/1993;1990.95
29/06/1993;1977.5
30/06/1993;1971.87
01/07/1993;1960.15
02/07/1993;1941.15
05/07/1993;1925.44
06/07/1993;1935.12
07/07/1993;1943.73
08/07/1993;1980.37
09/07/1993;1985.7
12/07/1993;1992.22
13/07/1993;1991.15
14/07/1993;1991.15
15/07/1993;1963.08
16/07/1993;1974.93
19/07/1993;1981.7
20/07/1993;1968.44
21/07/1993;1947.53
22/07/1993;1965.72
23/07/1993;1995.04
26/07/1993;2006.22
27/07/1993;1998.11
28/07/1993;1989.53
29/07/1993;2036
30/07/1993;2085.88
02/08/1993;2129.03
03/08/1993;2110.58
04/08/1993;2101.36
05/08/1993;2115.3
06/08/1993;2149.83
09/08/1993;2138.52
10/08/1993;2139.78
11/08/1993;2167.39
12/08/1993;2161.87
13/08/1993;2148
16/08/1993;2148
17/08/1993;2136.29
18/08/1993;2160.75
19/08/1993;2139.2
20/08/1993;2128.2
23/08/1993;2111.37
24/08/1993;2123.4
25/08/1993;2159.31
26/08/1993;2173.61
27/08/1993;2183.88
30/08/1993;2205.67
31/08/1993;2216.49
01/09/1993;2191.93
02/09/1993;2185.12
03/09/1993;2156.09
06/09/1993;2157.96
07/09/1993;2137.29
08/09/1993;2129.44
09/09/1993;2108.75
10/09/1993;2108.38
13/09/1993;2119.07
14/09/1993;2134.14
15/09/1993;2078.51
16/09/1993;2075.64
17/09/1993;2099.5
20/09/1993;2107.36
21/09/1993;2094.39
22/09/1993;2079.96
23/09/1993;2057.53
24/09/1993;2092.6
27/09/1993;2108.61
28/09/1993;2119.97
29/09/1993;2126.8
30/09/1993;2114.63
01/10/1993;2116.72
04/10/1993;2128.66
05/10/1993;2158.77
06/10/1993;2164.46
07/10/1993;2147.41
08/10/1993;2156.38
11/10/1993;2138.72
12/10/1993;2126.85
13/10/1993;2127.28
14/10/1993;2113.88
15/10/1993;2139.26
18/10/1993;2144.99
19/10/1993;2147.32
20/10/1993;2149.68
21/10/1993;2199.72
22/10/1993;2231.86
25/10/1993;2227.73
26/10/1993;2210.37
27/10/1993;2192.02
28/10/1993;2195.98
29/10/1993;2181.95
01/11/1993;2181.95
02/11/1993;2169.71
03/11/1993;2171.16
04/11/1993;2135.97
05/11/1993;2081.01
08/11/1993;2084.79
09/11/1993;2112.89
10/11/1993;2087.33
11/11/1993;2087.33
12/11/1993;2096.85
15/11/1993;2117.9
16/11/1993;2115.85
17/11/1993;2147.99
18/11/1993;2149.67
19/11/1993;2145.23
22/11/1993;2082.61
23/11/1993;2071.47
24/11/1993;2070.61
25/11/1993;2118.4
26/11/1993;2120.62
29/11/1993;2119.3
30/11/1993;2110.09
01/12/1993;2153.98
02/12/1993;2160.45
03/12/1993;2188.4
06/12/1993;2186.74
07/12/1993;2176.12
08/12/1993;2205.31
09/12/1993;2211.4
10/12/1993;2198.13
13/12/1993;2196.31
14/12/1993;2156.5
15/12/1993;2162.63
16/12/1993;2160.26
17/12/1993;2196.44
20/12/1993;2223.47
21/12/1993;2215.86
22/12/1993;2225.79
23/12/1993;2243.02
24/12/1993;2251.48
27/12/1993;2276.55
28/12/1993;2264.64
29/12/1993;2281.89
30/12/1993;2281.22
31/12/1993;2268.22
03/01/1994;2290.56
04/01/1994;2274.34
05/01/1994;2249.55
06/01/1994;2275.06
07/01/1994;2307.55
10/01/1994;2317.25
11/01/1994;2331.33
12/01/1994;2281.9
13/01/1994;2252.19
14/01/1994;2262.25
17/01/1994;2234.78
18/01/1994;2247.35
19/01/1994;2274.67
20/01/1994;2257.81
21/01/1994;2243.97
24/01/1994;2274.49
25/01/1994;2278.34
26/01/1994;2282.35
27/01/1994;2280.95
28/01/1994;2313.17
31/01/1994;2334.36
01/02/1994;2331.29
02/02/1994;2355.93
03/02/1994;2321.99
04/02/1994;2329.17
07/02/1994;2287.06
08/02/1994;2299.85
09/02/1994;2302.06
10/02/1994;2296.77
11/02/1994;2275.09
14/02/1994;2243.16
15/02/1994;2257.97
16/02/1994;2264.32
17/02/1994;2281.18
18/02/1994;2251.78
21/02/1994;2215.2
22/02/1994;2226.73
23/02/1994;2252
24/02/1994;2208.29
25/02/1994;2198.92
28/02/1994;2238.06
01/03/1994;2183.12
02/03/1994;2144.66
03/03/1994;2154.41
04/03/1994;2178.69
07/03/1994;2219.89
08/03/1994;2216.43
09/03/1994;2199.64
10/03/1994;2184.58
11/03/1994;2174.91
14/03/1994;2215.02
15/03/1994;2258.52
16/03/1994;2242.71
17/03/1994;2247.84
18/03/1994;2221.34
21/03/1994;2202.69
22/03/1994;2200.68
23/03/1994;2200.17
24/03/1994;2152.56
25/03/1994;2136.62
28/03/1994;2144.49
29/03/1994;2123.44
30/03/1994;2083.87
31/03/1994;2081.94
01/04/1994;2081.94
04/04/1994;2081.94
05/04/1994;2100.25
06/04/1994;2128.22
07/04/1994;2119.57
08/04/1994;2114.77
11/04/1994;2145.28
12/04/1994;2148.55
13/04/1994;2152.36
14/04/1994;2139.05
15/04/1994;2159.59
18/04/1994;2160.06
19/04/1994;2135.98
20/04/1994;2102.71
21/04/1994;2091.95
22/04/1994;2135.17
25/04/1994;2116.29
26/04/1994;2130.91
27/04/1994;2147.32
28/04/1994;2150.25
29/04/1994;2165.96
02/05/1994;2186.23
03/05/1994;2178.99
04/05/1994;2141.57
05/05/1994;2162.62
06/05/1994;2158.22
09/05/1994;2139.42
10/05/1994;2164.98
11/05/1994;2176.74
12/05/1994;2176.74
13/05/1994;2187
16/05/1994;2187.87
17/05/1994;2195.17
18/05/1994;2183.99
19/05/1994;2165.35
20/05/1994;2155.43
23/05/1994;2155.43
24/05/1994;2133.32
25/05/1994;2084.41
26/05/1994;2091.89
27/05/1994;2050.67
30/05/1994;2052.51
31/05/1994;2029.9
01/06/1994;1979.68
02/06/1994;2007.38
03/06/1994;2041.74
06/06/1994;2037.15
07/06/1994;2023.74
08/06/1994;2046.81
09/06/1994;2028.39
10/06/1994;2020.72
13/06/1994;1977.66
14/06/1994;1991.99
15/06/1994;1966.39
16/06/1994;1942.81
17/06/1994;1935.95
20/06/1994;1903.04
21/06/1994;1890.78
22/06/1994;1917.04
23/06/1994;1939.02
24/06/1994;1907.02
27/06/1994;1911.6
28/06/1994;1925.76
29/06/1994;1936.33
30/06/1994;1892
01/07/1994;1872.86
04/07/1994;1866.18
05/07/1994;1878.73
06/07/1994;1888.99
07/07/1994;1920.75
08/07/1994;1920.78
11/07/1994;1949.75
12/07/1994;1942.08
13/07/1994;1974.59
14/07/1994;1974.59
15/07/1994;1974.59
18/07/1994;2025.13
19/07/1994;2052.33
20/07/1994;2043.72
21/07/1994;2053.78
22/07/1994;2041.41
25/07/1994;2059.84
26/07/1994;2076.84
27/07/1994;2055.69
28/07/1994;2053.43
29/07/1994;2074.99
01/08/1994;2069.58
02/08/1994;2117.23
03/08/1994;2115.07
04/08/1994;2096.45
05/08/1994;2107.07
08/08/1994;2106.34
09/08/1994;2074.48
10/08/1994;2064.17
11/08/1994;2038.93
12/08/1994;2006.95
15/08/1994;2006.95
16/08/1994;2012.35
17/08/1994;2034.98
18/08/1994;2010.54
19/08/1994;2001.33
22/08/1994;1972.63
23/08/1994;2000.63
24/08/1994;2006.29
25/08/1994;2026.52
26/08/1994;2062.74
29/08/1994;2075.27
30/08/1994;2060.37
31/08/1994;2069.08
01/09/1994;2034.91
02/09/1994;2020.37
05/09/1994;1998.2
06/09/1994;1961.45
07/09/1994;1964.2
08/09/1994;1983.4
09/09/1994;1948.83
12/09/1994;1966.79
13/09/1994;1969.36
14/09/1994;1952.94
15/09/1994;1977.3
16/09/1994;1924.59
19/09/1994;1922.87
20/09/1994;1919.25
21/09/1994;1897.18
22/09/1994;1899.37
23/09/1994;1927.35
26/09/1994;1902.72
27/09/1994;1901.28
28/09/1994;1904.95
29/09/1994;1876.18
30/09/1994;1879.25
03/10/1994;1852.83
04/10/1994;1876.12
05/10/1994;1833.72
06/10/1994;1843.38
07/10/1994;1856.38
10/10/1994;1898.32
11/10/1994;1919.02
12/10/1994;1918.14
13/10/1994;1955.68
14/10/1994;1933.02
17/10/1994;1906.42
18/10/1994;1898.6
19/10/1994;1876.31
20/10/1994;1867.37
21/10/1994;1842.09
24/10/1994;1841.59
25/10/1994;1824.42
26/10/1994;1831.54
27/10/1994;1858.11
28/10/1994;1905.69
31/10/1994;1905.69
01/11/1994;1905.69
02/11/1994;1873.6
03/11/1994;1911.13
04/11/1994;1931.65
07/11/1994;1906.07
08/11/1994;1921.54
09/11/1994;1943.86
10/11/1994;1948.35
11/11/1994;1948.35
14/11/1994;1941.08
15/11/1994;1954.53
16/11/1994;1950.2
17/11/1994;1927.53
18/11/1994;1926.5
21/11/1994;1927.83
22/11/1994;1911.41
23/11/1994;1893.09
24/11/1994;1934.68
25/11/1994;1945.89
28/11/1994;1952.38
29/11/1994;1939.97
30/11/1994;1975.94
01/12/1994;1963.95
02/12/1994;1982.71
05/12/1994;1973.65
06/12/1994;1968.95
07/12/1994;1969.84
08/12/1994;1954.09
09/12/1994;1936.99
12/12/1994;1919.32
13/12/1994;1917.11
14/12/1994;1930.02
15/12/1994;1931.1
16/12/1994;1924.16
19/12/1994;1928.09
20/12/1994;1924.72
21/12/1994;1940.89
22/12/1994;1952.05
23/12/1994;1949.85
26/12/1994;1966.57
27/12/1994;1955.98
28/12/1994;1927.83
29/12/1994;1894.15
30/12/1994;1881.15
02/01/1995;1881.15
03/01/1995;1885.91
04/01/1995;1901.79
05/01/1995;1871.53
06/01/1995;1886.4
09/01/1995;1864.22
10/01/1995;1859.19
11/01/1995;1849.13
12/01/1995;1844.06
13/01/1995;1853.98
16/01/1995;1872.81
17/01/1995;1856.94
18/01/1995;1860.27
19/01/1995;1837.11
20/01/1995;1813.33
23/01/1995;1772.84
24/01/1995;1780.17
25/01/1995;1802.46
26/01/1995;1826.28
27/01/1995;1814.13
30/01/1995;1813.43
31/01/1995;1797.9
01/02/1995;1827.78
02/02/1995;1816.1
03/02/1995;1842.43
06/02/1995;1872.11
07/02/1995;1870.44
08/02/1995;1850.91
09/02/1995;1874.44
10/02/1995;1869.4
13/02/1995;1850.31
14/02/1995;1856.09
15/02/1995;1861.9
16/02/1995;1835
17/02/1995;1822.47
20/02/1995;1802.24
21/02/1995;1805.62
22/02/1995;1804.37
23/02/1995;1827.01
24/02/1995;1805.74
27/02/1995;1802.17
28/02/1995;1776.85
01/03/1995;1808.36
02/03/1995;1807.35
03/03/1995;1795.24
06/03/1995;1773.25
07/03/1995;1748.61
08/03/1995;1756.76
09/03/1995;1727.07
10/03/1995;1743.1
13/03/1995;1721.8
14/03/1995;1768.99
15/03/1995;1738.6
16/03/1995;1785.76
17/03/1995;1788.83
20/03/1995;1811.57
21/03/1995;1813.78
22/03/1995;1817.98
23/03/1995;1795.66
24/03/1995;1817.29
27/03/1995;1836.1
28/03/1995;1837.19
29/03/1995;1852.42
30/03/1995;1893
31/03/1995;1859.48
03/04/1995;1864
04/04/1995;1882.77
05/04/1995;1872.92
06/04/1995;1890.16
07/04/1995;1900.36
10/04/1995;1880.92
11/04/1995;1869.31
12/04/1995;1871.93
13/04/1995;1881.14
14/04/1995;1881.14
17/04/1995;1881.14
18/04/1995;1855.7
19/04/1995;1874.9
20/04/1995;1882
21/04/1995;1928.37
24/04/1995;1918.51
25/04/1995;1945.93
26/04/1995;1942.32
27/04/1995;1930.96
28/04/1995;1918.46
01/05/1995;1918.46
02/05/1995;1936.85
03/05/1995;1971.07
04/05/1995;1946.19
05/05/1995;1927.41
08/05/1995;1927.41
09/05/1995;1988.67
10/05/1995;1996.67
11/05/1995;2003.62
12/05/1995;2017.27
15/05/1995;1991.53
16/05/1995;2001.27
17/05/1995;2004.68
18/05/1995;1989.78
19/05/1995;1965.46
22/05/1995;1979.54
23/05/1995;1965.31
24/05/1995;1960.67
25/05/1995;1960.67
26/05/1995;1919.07
29/05/1995;1927.82
30/05/1995;1927.3
31/05/1995;1947.95
01/06/1995;1960.8
02/06/1995;1971.3
05/06/1995;1971.3
06/06/1995;1965.94
07/06/1995;1974.69
08/06/1995;1951.19
09/06/1995;1897.02
12/06/1995;1907.75
13/06/1995;1922.79
14/06/1995;1893.65
15/06/1995;1920.7
16/06/1995;1904.95
19/06/1995;1918.43
20/06/1995;1896.12
21/06/1995;1902.75
22/06/1995;1925.21
23/06/1995;1895.07
26/06/1995;1902.44
27/06/1995;1877.67
28/06/1995;1865.45
29/06/1995;1861.9
30/06/1995;1858.82
03/07/1995;1879.68
04/07/1995;1889.44
05/07/1995;1907.76
06/07/1995;1889.49
07/07/1995;1950.8
10/07/1995;1949.39
11/07/1995;1961.32
12/07/1995;1961.66
13/07/1995;1948.32
14/07/1995;1948.32
17/07/1995;1951.5
18/07/1995;1928.99
19/07/1995;1931.18
20/07/1995;1905.94
21/07/1995;1908.05
24/07/1995;1929.56
25/07/1995;1941.34
26/07/1995;1942.53
27/07/1995;1947.88
28/07/1995;1932.78
31/07/1995;1920.04
01/08/1995;1917.81
02/08/1995;1960.03
03/08/1995;1950.83
04/08/1995;1957.08
07/08/1995;1950.37
08/08/1995;1954.66
09/08/1995;1943.74
10/08/1995;1949.22
11/08/1995;1946.21
14/08/1995;1946.21
15/08/1995;1946.21
16/08/1995;1970.37
17/08/1995;1967.27
18/08/1995;1971.56
21/08/1995;1984.44
22/08/1995;1963.36
23/08/1995;1957.42
24/08/1995;1939.17
25/08/1995;1937.81
28/08/1995;1890.05
29/08/1995;1899.51
30/08/1995;1921.43
31/08/1995;1883.39
01/09/1995;1881.69
04/09/1995;1900.52
05/09/1995;1902.48
06/09/1995;1884.77
07/09/1995;1861.7
08/09/1995;1854.9
11/09/1995;1869.68
12/09/1995;1873.56
13/09/1995;1898.23
14/09/1995;1892.37
15/09/1995;1879.97
18/09/1995;1871.74
19/09/1995;1882.5
20/09/1995;1863.79
21/09/1995;1853.92
22/09/1995;1790.69
25/09/1995;1800.58
26/09/1995;1816.3
27/09/1995;1791.82
28/09/1995;1767.58
29/09/1995;1788.35
02/10/1995;1780.71
03/10/1995;1800.7
04/10/1995;1803.87
05/10/1995;1800.32
06/10/1995;1809.57
09/10/1995;1785.71
10/10/1995;1777.96
11/10/1995;1794.43
12/10/1995;1803.75
13/10/1995;1817.03
16/10/1995;1790.49
17/10/1995;1779.74
18/10/1995;1770.66
19/10/1995;1757.3
20/10/1995;1740.72
23/10/1995;1721.14
24/10/1995;1724.21
25/10/1995;1764.12
26/10/1995;1754.12
27/10/1995;1742.38
30/10/1995;1795.34
31/10/1995;1814.01
01/11/1995;1814.01
02/11/1995;1828.74
03/11/1995;1832.1
06/11/1995;1822.64
07/11/1995;1857.35
08/11/1995;1866.33
09/11/1995;1852.63
10/11/1995;1839.82
13/11/1995;1838.24
14/11/1995;1838.21
15/11/1995;1875.18
16/11/1995;1905.14
17/11/1995;1890.52
20/11/1995;1881.4
21/11/1995;1872.93
22/11/1995;1875.47
23/11/1995;1867.11
24/11/1995;1890.95
27/11/1995;1889.76
28/11/1995;1870.34
29/11/1995;1857.33
30/11/1995;1828.28
01/12/1995;1820.91
04/12/1995;1774.86
05/12/1995;1814.87
06/12/1995;1834.75
07/12/1995;1846.8
08/12/1995;1856.33
11/12/1995;1849.59
12/12/1995;1848.94
13/12/1995;1833.76
14/12/1995;1874.98
15/12/1995;1859.25
18/12/1995;1820.47
19/12/1995;1810.21
20/12/1995;1831.2
21/12/1995;1834.38
22/12/1995;1873.37
25/12/1995;1873.37
26/12/1995;1866.67
27/12/1995;1877.03
28/12/1995;1879.06
29/12/1995;1871.97
01/01/1996;1871.97
02/01/1996;1908.38
03/01/1996;1942.96
04/01/1996;1931.21
05/01/1996;1917.72
08/01/1996;1916.56
09/01/1996;1916.29
10/01/1996;1910.11
11/01/1996;1897.85
12/01/1996;1907.59
15/01/1996;1924.4
16/01/1996;1952.1
17/01/1996;1966
18/01/1996;1960.06
19/01/1996;1964.28
22/01/1996;1954.42
23/01/1996;1934.08
24/01/1996;1945.97
25/01/1996;1950.19
26/01/1996;1966.73
29/01/1996;1980.68
30/01/1996;2003.13
31/01/1996;2021.03
01/02/1996;2024.09
02/02/1996;2022.21
05/02/1996;1985.59
06/02/1996;1988.47
07/02/1996;1983.29
08/02/1996;1956.16
09/02/1996;1960.65
12/02/1996;1967.67
13/02/1996;1983.33
14/02/1996;1956.38
15/02/1996;1964.21
16/02/1996;1952.5
19/02/1996;1939.74
20/02/1996;1932.36
21/02/1996;1936.9
22/02/1996;1953.26
23/02/1996;1976.89
26/02/1996;1960.93
27/02/1996;1974.52
28/02/1996;1996.89
29/02/1996;1990.77
01/03/1996;2017.19
04/03/1996;2015.31
05/03/1996;2001.94
06/03/1996;2005.89
07/03/1996;2008.03
08/03/1996;1975.46
11/03/1996;1948.89
12/03/1996;1932.07
13/03/1996;1944.3
14/03/1996;1962.41
15/03/1996;1950.12
18/03/1996;1965.02
19/03/1996;1967.2
20/03/1996;1969.79
21/03/1996;1976.89
22/03/1996;1974.35
25/03/1996;2003.83
26/03/1996;2007.95
27/03/1996;2030.51
28/03/1996;2019.97
29/03/1996;2044.77
01/04/1996;2055.63
02/04/1996;2070.41
03/04/1996;2064
04/04/1996;2074.96
05/04/1996;2074.96
08/04/1996;2074.96
09/04/1996;2081.71
10/04/1996;2093.94
11/04/1996;2072.52
12/04/1996;2074.74
15/04/1996;2080.56
16/04/1996;2097.34
17/04/1996;2075.12
18/04/1996;2085.96
19/04/1996;2092.45
22/04/1996;2116.54
23/04/1996;2111.98
24/04/1996;2122.1
25/04/1996;2116.35
26/04/1996;2138.36
29/04/1996;2130.78
30/04/1996;2146.79
01/05/1996;2146.79
02/05/1996;2136.8
03/05/1996;2115.38
06/05/1996;2090.42
07/05/1996;2083.74
08/05/1996;2083.74
09/05/1996;2085.41
10/05/1996;2114.8
13/05/1996;2100.85
14/05/1996;2122.08
15/05/1996;2124.64
16/05/1996;2124.64
17/05/1996;2136.91
20/05/1996;2120.59
21/05/1996;2129.71
22/05/1996;2103.49
23/05/1996;2114.45
24/05/1996;2117.65
27/05/1996;2117.65
28/05/1996;2132.9
29/05/1996;2117.1
30/05/1996;2108.44
31/05/1996;2110.06
03/06/1996;2121.1
04/06/1996;2111
05/06/1996;2115.35
06/06/1996;2133.22
07/06/1996;2101.99
10/06/1996;2120.84
11/06/1996;2137.5
